47.202	47.273	47.25	47.332	47.213	47.372	47.273	47.438	46.691	46.599	46.623	46.653	46.136	46.127	45.948	45.935	45.726	45.139	44.978	44.937	44.269	44.079	43.741	43.375	42.847	42.322	42.322	41.797	41.406	40.924	40.427	39.857	39.517	38.999	38.493	37.954	37.552	37.084	36.615	36.098	35.58	35.141	34.184	34.177	33.739	33.226	32.913	32.4	31.833	31.862	31.554	30.953	30.639	30.561	30.368	30.224	29.79	29.261	29.287	28.866
29.208	28.822	28.805	28.922	28.591	28.643	28.216	27.812	27.514	27.481	27.631	27.464	27.258	27.424	26.955	27.023	26.834	27.073	27.26	27.236	26.72	26.824	26.757	26.311	26.431	25.515	25.724	25.724	25.59	25.257	25.296	25.475	24.716	25.037	24.784	24.848	24.925	24.47	24.74	24.436	24.245	24.433	24.546	24.13	24.42	24.341	24.341	24.503	24.458	24.04	23.995	24.328	24.283	23.877	23.816	23.933	23.354	23.483	23.32	23.588
23.554	23.521	23.527	23.008	23.042	23.052	22.658	22.952	22.908	22.359	22.287	22.213	22.562	22.525	22.725	22.63	22.745	22.643	22.997	22.997	22.903	22.761	22.701	22.818	22.785	22.667	22.729	22.82	22.087	22.25	22.121	21.979	21.772	21.945	21.863	21.627	21.51	21.445	21.54	21.436	21.853	21.894	21.797	21.377	21.645	21.453	21.788	21.22	21.775	21.575	21.711	21.564	21.564	21.526	21.753	21.749	21.802	21.582	21.283	21.519
21.54	21.419	21.565	20.857	21.052	21.039	20.926	20.912	20.989	20.882	20.596	20.465	20.604	20.672	20.453	20.479	20.621	20.717	20.342	20.777	20.676	20.747	20.689	20.79	21.061	20.307	20.181	20.307	20.144	19.783	19.804	19.749	19.875	20.155	19.913	19.83	19.709	19.771	19.675	20.25	20.109	19.884	20.084	19.673	20.121	20.367	20.527	20.054	20.415	20.325	20.687	20.703	20.295	20.482	20.6	20.547	20.708	20.708	20.574	20.403
20.46	20.298	20.35	19.867	19.997	19.972	19.924	19.813	19.691	19.634	19.133	19.14	19.444	19.457	19.815	19.329	19.67	19.965	19.868	19.628	20.041	19.913	20.164	20.037	20.402	20.152	20.148	20.085	19.614	19.686	19.949	19.925	19.818	19.5	19.52	19.468	19.831	19.339	19.419	19.327	19.331	19.681	19.784	19.713	19.772	19.752	19.643	19.58	19.71	19.926	19.887	19.919	19.696	19.634	19.747	20.005	19.919	19.736	19.977	20.016
19.651	19.635	19.533	19.627	19.073	19.202	19.202	19.116	18.652	18.645	18.629	18.638	18.712	19.008	19.027	19.344	19.352	19.453	19.048	19.146	19.301	19.293	19.633	19.506	19.204	19.069	19.27	19.223	18.852	19.105	19.162	19.139	18.989	19.139	19.162	19.093	19.162	18.63	18.781	18.769	18.588	19.104	19.123	18.628	19.112	19.029	19.037	19.2	19.219	19.432	19.402	19.428	19.447	19.325	19.348	19.254	19.16	19.336	19.257	19.377
19.339	19.415	19.04	19.003	18.996	19.033	19.055	18.887	18.881	18.933	18.809	18.593	18.529	18.461	18.503	18.348	18.707	18.703	18.726	18.753	18.652	18.557	18.594	18.649	18.612	18.583	18.538	18.684	18.538	18.647	18.948	18.879	18.835	18.507	18.397	18.47	18.57	18.843	18.459	18.469	18.499	18.462	18.454	18.603	18.76	18.422	18.533	18.844	18.712	18.796	18.391	18.464	18.509	18.761	18.721	18.369	18.351	18.369	18.361	18.457
18.788	18.415	18.426	18.342	18.317	18.372	18.386	18.706	18.67	18.555	18.543	18.617	18.653	18.14	18.289	18.6	18.615	18.504	18.174	18.163	18.456	18.487	18.412	18.423	18.574	18.423	18.161	18.262	18.184	18.441	17.86	17.874	17.86	18.065	17.768	18.116	17.418	17.483	17.498	17.503	17.619	17.714	17.76	18.11	18.022	17.874	18.002	18.016	17.987	17.952	17.966	17.987	18.367	18.31	17.982	17.999	18.035	17.961	18.12	18.38
18.362	18.405	18.405	18.426	18.38	18.48	18.566	18.075	18.34	18.235	18.197	18.288	18.588	18.465	18.851	18.802	18.499	18.366	18.741	18.713	18.706	19.025	18.994	19.053	18.998	19.081	19.001	18.687	18.253	18.383	18.408	18.394	18.376	18.247	17.914	17.949	17.949	17.976	17.897	17.587	17.876	17.849	17.912	17.869	18.029	18.187	17.983	18.142	18.25	18.153	18.223	18.51	18.496	18.428	18.132	18.136	18	17.834	17.789	18.232
18.201	18.257	18.312	18.201	18.364	18.108	18.139	18.167	18.234	18.126	18.112	18.223	18.088	18.421	18.027	18.386	18.423	18.616	18.437	18.386	18.625	18.746	18.655	18.638	18.678	18.669	18.669	18.323	18.33	18.3	18.177	18.258	18.064	18.089	17.929	17.957	18.055	17.957	17.948	18.166	18.255	18.258	17.952	17.832	18.17	18.109	18.137	18.137	18.299	17.953	17.861	18.008	17.779	18.229	18.167	18.096	17.821	17.893	17.72	18.207
