68.039	0	0	0	0	0	0	0	0	69.141	69.141	68.144	68.144	67.791	67.791	67.504	67.504	67.657	67.657	54.079	54.079	68.728	68.728	68.7	68.7	68.74	68.74	68.609	68.609	56.919	56.919	69.443	69.443	69.812	69.812	69.521	69.521	69.94	69.94	79.568	79.568	68.664	68.664	68.889	68.889	68.677	68.677	68.708	68.708	74.427	74.427	68.101	68.101	68.42	68.42	68.223	68.223	68.159	68.159	68.264
68.264	0	0	0	0	0	0	0	0	65.715	65.715	67.964	67.964	68.045	68.045	68.206	68.206	67.825	67.825	54.092	54.092	69.24	69.24	68.715	68.715	68.839	68.839	68.961	68.961	57.016	57.016	69.922	69.922	70.201	70.201	70.253	70.253	70.365	70.365	80.441	80.441	69.22	69.22	69.486	69.486	69.321	69.321	69.3	69.3	74.492	74.492	68.536	68.536	68.465	68.465	68.491	68.491	68.528	68.528	68.595
68.595	0	0	0	0	0	0	0	0	67.32	67.32	68.246	68.246	68.1	68.1	68.209	68.209	68.005	68.005	54.786	54.786	68.905	68.905	69.065	69.065	69.35	69.35	69.296	69.296	57.479	57.479	70.092	70.092	69.947	69.947	69.979	69.979	70.287	70.287	80.824	80.824	69.437	69.437	69.561	69.561	69.57	69.57	69.319	69.319	74.986	74.986	68.901	68.901	68.805	68.805	68.456	68.456	68.758	68.758	68.628
68.628	0	0	0	0	0	0	0	0	68.991	68.991	68.798	68.798	69.593	69.593	68.152	68.152	68.317	68.317	54.78	54.78	68.87	68.87	69.315	69.315	69.257	69.257	69.6	69.6	57.705	57.705	70.099	70.099	70.984	70.984	70.588	70.588	70.294	70.294	80.93	80.93	69.437	69.437	69.618	69.618	69.585	69.585	69.354	69.354	75.154	75.154	68.86	68.86	68.946	68.946	69.021	69.021	68.851	68.851	68.868
68.868	0	0	0	0	0	0	0	0	59.523	59.523	68.166	68.166	68.99	68.99	69.038	69.038	68.78	68.78	54.451	54.451	69.247	69.247	69.643	69.643	69.366	69.366	69.325	69.325	57.104	57.104	70.694	70.694	70.614	70.614	70.231	70.231	70.724	70.724	81.1	81.1	69.821	69.821	69.403	69.403	68.829	68.829	69.185	69.185	75.304	75.304	68.483	68.483	68.819	68.819	68.862	68.862	69.036	69.036	68.972
68.972	0	0	0	0	0	0	0	0	62.036	62.036	68.912	68.912	68.629	68.629	67.928	67.928	68.934	68.934	54.438	54.438	69.855	69.855	69.829	69.829	69.969	69.969	69.893	69.893	57.152	57.152	70.068	70.068	70.644	70.644	70.721	70.721	70.5	70.5	80.946	80.946	69.948	69.948	69.383	69.383	69.784	69.784	69.268	69.268	74.886	74.886	68.651	68.651	68.587	68.587	68.718	68.718	68.479	68.479	68.512
68.512	0	0	0	0	0	0	0	0	67.794	67.794	68.516	68.516	69.103	69.103	69	69	69.1	69.1	54.704	54.704	69.91	69.91	69.591	69.591	69.04	69.04	69.331	69.331	56.81	56.81	70.428	70.428	70.27	70.27	70.215	70.215	70.363	70.363	80.848	80.848	69.622	69.622	69.708	69.708	69.481	69.481	69.866	69.866	75.628	75.628	68.798	68.798	69.268	69.268	68.641	68.641	69.123	69.123	68.566
68.566	0	0	0	0	0	0	0	0	64.151	64.151	67.575	67.575	68.425	68.425	68.592	68.592	68.444	68.444	54.922	54.922	69.361	69.361	69.593	69.593	69.065	69.065	69.467	69.467	57.474	57.474	70.541	70.541	70.351	70.351	70.671	70.671	70.569	70.569	81.01	81.01	69.413	69.413	69.641	69.641	69.596	69.596	69.419	69.419	75.136	75.136	68.734	68.734	69.051	69.051	68.826	68.826	69.06	69.06	68.697
68.697	0	0	0	0	0	0	0	0	61.919	61.919	68.804	68.804	69.053	69.053	68.412	68.412	68.604	68.604	54.88	54.88	69.646	69.646	69.59	69.59	69.682	69.682	69.462	69.462	57.272	57.272	70.373	70.373	70.477	70.477	70.66	70.66	70.404	70.404	81.186	81.186	69.705	69.705	69.468	69.468	69.524	69.524	69.425	69.425	75.283	75.283	68.862	68.862	68.955	68.955	68.982	68.982	68.863	68.863	68.854
68.854	0	0	0	0	0	0	0	0	59.601	59.601	68.567	68.567	68.624	68.624	68.374	68.374	68.164	68.164	55.037	55.037	69.648	69.648	69.773	69.773	69.495	69.495	69.425	69.425	56.731	56.731	70.363	70.363	70.422	70.422	70.623	70.623	70.765	70.765	80.907	80.907	69.18	69.18	69.394	69.394	69.262	69.262	69.966	69.966	75.138	75.138	69.016	69.016	68.999	68.999	68.925	68.925	68.97	68.97	68.832
